scan_date;source_date;repo;tag;sha;severity;cve_name;cve_uri
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;HIGH;CVE-2020-29374;https://security-tracker.debian.org/tracker/CVE-2020-29374;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;HIGH;CVE-2020-0465;https://security-tracker.debian.org/tracker/CVE-2020-0465;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;HIGH;CVE-2020-29661;https://security-tracker.debian.org/tracker/CVE-2020-29661;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;HIGH;CVE-2020-14386;https://security-tracker.debian.org/tracker/CVE-2020-14386;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;HIGH;CVE-2020-14356;https://security-tracker.debian.org/tracker/CVE-2020-14356;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;HIGH;CVE-2020-15780;https://security-tracker.debian.org/tracker/CVE-2020-15780;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;HIGH;CVE-2020-29569;https://security-tracker.debian.org/tracker/CVE-2020-29569;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;HIGH;CVE-2020-25643;https://security-tracker.debian.org/tracker/CVE-2020-25643;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;HIGH;CVE-2019-19813;https://security-tracker.debian.org/tracker/CVE-2019-19813;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;HIGH;CVE-2020-27844;https://security-tracker.debian.org/tracker/CVE-2020-27844;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;HIGH;CVE-2020-27843;https://security-tracker.debian.org/tracker/CVE-2020-27843;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;HIGH;CVE-2020-25696;https://security-tracker.debian.org/tracker/CVE-2020-25696;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27350;https://security-tracker.debian.org/tracker/CVE-2020-27350;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-8284;https://security-tracker.debian.org/tracker/CVE-2020-8284;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-8285;https://security-tracker.debian.org/tracker/CVE-2020-8285;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-8231;https://security-tracker.debian.org/tracker/CVE-2020-8231;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-8177;https://security-tracker.debian.org/tracker/CVE-2020-8177;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-8286;https://security-tracker.debian.org/tracker/CVE-2020-8286;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2019-18804;https://security-tracker.debian.org/tracker/CVE-2019-18804;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-15999;https://security-tracker.debian.org/tracker/CVE-2020-15999;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2018-12886;https://security-tracker.debian.org/tracker/CVE-2018-12886;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-1751;https://security-tracker.debian.org/tracker/CVE-2020-1751;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27767;https://security-tracker.debian.org/tracker/CVE-2020-27767;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27773;https://security-tracker.debian.org/tracker/CVE-2020-27773;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-19667;https://security-tracker.debian.org/tracker/CVE-2020-19667;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27760;https://security-tracker.debian.org/tracker/CVE-2020-27760;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-25674;https://security-tracker.debian.org/tracker/CVE-2020-25674;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-25676;https://security-tracker.debian.org/tracker/CVE-2020-25676;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-29599;https://security-tracker.debian.org/tracker/CVE-2020-29599;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-25665;https://security-tracker.debian.org/tracker/CVE-2020-25665;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27752;https://security-tracker.debian.org/tracker/CVE-2020-27752;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27750;https://security-tracker.debian.org/tracker/CVE-2020-27750;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27758;https://security-tracker.debian.org/tracker/CVE-2020-27758;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27766;https://security-tracker.debian.org/tracker/CVE-2020-27766;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27757;https://security-tracker.debian.org/tracker/CVE-2020-27757;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27771;https://security-tracker.debian.org/tracker/CVE-2020-27771;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-25664;https://security-tracker.debian.org/tracker/CVE-2020-25664;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27770;https://security-tracker.debian.org/tracker/CVE-2020-27770;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27764;https://security-tracker.debian.org/tracker/CVE-2020-27764;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27759;https://security-tracker.debian.org/tracker/CVE-2020-27759;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27763;https://security-tracker.debian.org/tracker/CVE-2020-27763;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27754;https://security-tracker.debian.org/tracker/CVE-2020-27754;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27762;https://security-tracker.debian.org/tracker/CVE-2020-27762;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27560;https://security-tracker.debian.org/tracker/CVE-2020-27560;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27751;https://security-tracker.debian.org/tracker/CVE-2020-27751;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27774;https://security-tracker.debian.org/tracker/CVE-2020-27774;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-25666;https://security-tracker.debian.org/tracker/CVE-2020-25666;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27772;https://security-tracker.debian.org/tracker/CVE-2020-27772;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27775;https://security-tracker.debian.org/tracker/CVE-2020-27775;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-25675;https://security-tracker.debian.org/tracker/CVE-2020-25675;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27765;https://security-tracker.debian.org/tracker/CVE-2020-27765;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27776;https://security-tracker.debian.org/tracker/CVE-2020-27776;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27761;https://security-tracker.debian.org/tracker/CVE-2020-27761;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-28196;https://security-tracker.debian.org/tracker/CVE-2020-28196;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2019-20367;https://security-tracker.debian.org/tracker/CVE-2019-20367;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2019-12904;https://security-tracker.debian.org/tracker/CVE-2019-12904;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2019-12290;https://security-tracker.debian.org/tracker/CVE-2019-12290;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-13790;https://security-tracker.debian.org/tracker/CVE-2020-13790;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-28241;https://security-tracker.debian.org/tracker/CVE-2020-28241;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2019-20446;https://security-tracker.debian.org/tracker/CVE-2019-20446;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2019-13115;https://security-tracker.debian.org/tracker/CVE-2019-13115;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2007-3996;https://security-tracker.debian.org/tracker/CVE-2007-3996;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2009-3546;https://security-tracker.debian.org/tracker/CVE-2009-3546;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-14363;https://security-tracker.debian.org/tracker/CVE-2020-14363;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-14344;https://security-tracker.debian.org/tracker/CVE-2020-14344;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2018-14567;https://security-tracker.debian.org/tracker/CVE-2018-14567;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2017-16932;https://security-tracker.debian.org/tracker/CVE-2017-16932;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2019-20388;https://security-tracker.debian.org/tracker/CVE-2019-20388;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2016-9318;https://security-tracker.debian.org/tracker/CVE-2016-9318;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-7595;https://security-tracker.debian.org/tracker/CVE-2020-7595;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2019-19956;https://security-tracker.debian.org/tracker/CVE-2019-19956;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-14351;https://security-tracker.debian.org/tracker/CVE-2020-14351;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-27675;https://security-tracker.debian.org/tracker/CVE-2020-27675;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-25212;https://security-tracker.debian.org/tracker/CVE-2020-25212;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-28915;https://security-tracker.debian.org/tracker/CVE-2020-28915;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2019-19378;https://security-tracker.debian.org/tracker/CVE-2019-19378;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2019-19377;https://security-tracker.debian.org/tracker/CVE-2019-19377;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-25641;https://security-tracker.debian.org/tracker/CVE-2020-25641;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-11725;https://security-tracker.debian.org/tracker/CVE-2020-11725;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-16166;https://security-tracker.debian.org/tracker/CVE-2020-16166;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-25645;https://security-tracker.debian.org/tracker/CVE-2020-25645;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-15437;https://security-tracker.debian.org/tracker/CVE-2020-15437;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-29568;https://security-tracker.debian.org/tracker/CVE-2020-29568;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2019-19449;https://security-tracker.debian.org/tracker/CVE-2019-19449;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2019-20794;https://security-tracker.debian.org/tracker/CVE-2019-20794;
2020-10-02T20:0:00+00:00;2020-10-01T10:0:00+00:00;some/repo-image;6.6.6;sha256:deadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef;MEDIUM;CVE-2020-25705;https://security-tracker.debian.org/tracker/CVE-2020-25705;
